2.112201206138906606e+00|6.075479132060992438e-01|1.000000000000000000e+00
1.855172854318118736e+00|9.053823365321894689e-02|1.000000000000000000e+00
-2.050590963731105387e-01|4.599595327511268317e-01|0.000000000000000000e+00
-3.431399926742290662e-01|1.922419203572945656e-01|1.000000000000000000e+00
3.941049407153678352e-01|-4.235280780442448600e-01|1.000000000000000000e+00
1.906691754051975884e+00|5.088418284532176816e-01|1.000000000000000000e+00
8.348326067836886466e-01|6.085496747707384024e-01|0.000000000000000000e+00
5.293138243361028561e-03|9.420238178459539036e-01|0.000000000000000000e+00
-8.339528705549861254e-01|5.975025258163502162e-01|0.000000000000000000e+00
6.149989285929613470e-01|-7.224270227579379089e-01|1.000000000000000000e+00
-1.272447600631710474e+00|1.675779061756020039e-01|0.000000000000000000e+00
1.050015639743122203e-01|3.479090714675104890e-01|1.000000000000000000e+00
1.761989167555766400e+00|-6.458097429844766868e-01|1.000000000000000000e+00
1.537713478797275990e-01|5.754245099061567892e-01|0.000000000000000000e+00
4.314378489093534386e-02|-6.378704614352738445e-02|1.000000000000000000e+00
6.989584000497720551e-01|3.478285256857152619e-01|0.000000000000000000e+00
1.751145854062202911e+00|2.245528133529582915e-01|1.000000000000000000e+00
5.726293420349055641e-01|5.151943418331269564e-01|0.000000000000000000e+00
1.161078709436649925e+00|4.616279907964686569e-01|0.000000000000000000e+00
5.698105426544602947e-01|5.414443648785702834e-01|0.000000000000000000e+00
5.639229912437435654e-01|4.578475235877829119e-01|0.000000000000000000e+00
-8.714735369192425640e-01|2.229696521610720072e-01|0.000000000000000000e+00
-8.106915428073403485e-01|4.876843078014813093e-01|0.000000000000000000e+00
-3.438953771170661922e-01|9.921838555967668061e-01|0.000000000000000000e+00
1.725758477162941062e+00|-2.882626852276194973e-01|1.000000000000000000e+00
1.728865850739024879e+00|-2.148676331887636737e-01|1.000000000000000000e+00
1.331036158320644258e+00|-2.020496995866283285e-02|0.000000000000000000e+00
1.175459457463444712e+00|7.029469411406611412e-01|0.000000000000000000e+00
1.012633583968801876e+00|-2.744460270683171665e-01|1.000000000000000000e+00
7.207188143860927543e-01|1.988985569398507014e-01|0.000000000000000000e+00
1.843498356360859569e+00|-3.383032534995528140e-01|1.000000000000000000e+00
9.766732173126652095e-01|-2.211263625119068710e-01|1.000000000000000000e+00
-1.165686369814858403e-01|-1.779790714723077372e-01|1.000000000000000000e+00
1.297172849805668271e+00|-8.407950726305555289e-01|1.000000000000000000e+00
-7.336342545008066596e-01|5.281166378904841308e-01|0.000000000000000000e+00
7.899244582639873835e-01|-5.556112773754734446e-01|1.000000000000000000e+00
1.782414852780381365e+00|4.425343722057142326e-01|1.000000000000000000e+00
-6.937078430404903795e-01|6.220457033378523626e-01|0.000000000000000000e+00
1.825387585995762452e+00|2.750247286920413647e-01|1.000000000000000000e+00
-3.118734717396096090e-02|9.548680764644136287e-01|0.000000000000000000e+00
2.654916107850711082e-01|1.343351508857265397e+00|0.000000000000000000e+00
1.711984551065827587e+00|6.627139040638510004e-01|1.000000000000000000e+00
3.941225978289443765e-01|-1.313940347906661921e-01|1.000000000000000000e+00
8.776390624301710908e-01|-2.886522313397704709e-02|1.000000000000000000e+00
-5.944289299882539179e-01|1.490311300968633290e+00|0.000000000000000000e+00
1.645461125112239964e+00|-1.942547503802866116e-01|1.000000000000000000e+00
1.809511037401899447e+00|-6.969269786435190461e-01|1.000000000000000000e+00
4.110760331096487974e-01|7.527526291040286255e-01|0.000000000000000000e+00
-4.436475415007524181e-01|8.899822402756842887e-01|0.000000000000000000e+00
4.031790890972170027e-01|-4.314455323525497321e-01|1.000000000000000000e+00
-1.301998984058142517e-01|6.601737489323821206e-01|0.000000000000000000e+00
-5.053120792628774671e-01|1.070882588494120879e+00|0.000000000000000000e+00
-2.927175728454444736e-01|6.641718815156407718e-01|0.000000000000000000e+00
-8.615604464137774920e-01|2.048662274535992256e-01|0.000000000000000000e+00
1.447306020215362699e+00|-1.323909115624442023e-01|1.000000000000000000e+00
4.588275899508972855e-01|-2.218243869556185410e-01|1.000000000000000000e+00
9.389632102686151782e-02|1.098296211206940320e+00|0.000000000000000000e+00
-2.398644738885794547e-01|1.004481487662660877e+00|0.000000000000000000e+00
2.422043178633934257e+00|4.530657567516638839e-01|1.000000000000000000e+00
-4.357100456750790385e-01|7.763905531078383326e-01|0.000000000000000000e+00
2.267253126529939766e-01|3.369602258440689835e-01|1.000000000000000000e+00
9.646604377182074197e-01|1.948376494946940651e-02|1.000000000000000000e+00
6.710928246404621600e-01|1.016138831815563748e+00|0.000000000000000000e+00
7.373421690442124588e-01|7.850690436234836200e-01|0.000000000000000000e+00
-8.022693272453976787e-01|4.988515959289688273e-01|0.000000000000000000e+00
4.839908883780558169e-02|9.514828081319849362e-01|0.000000000000000000e+00
-4.417002867603211924e-01|1.159192391707089875e+00|0.000000000000000000e+00
3.946700988841394531e-01|5.598347317951075652e-01|1.000000000000000000e+00
-3.054161355790766669e-02|7.470562014025932118e-01|0.000000000000000000e+00
-2.839535293380365810e-01|1.772349695473971476e-01|1.000000000000000000e+00
1.068399515613040585e+00|-8.026204454462848581e-01|1.000000000000000000e+00
-4.853886290509297208e-01|1.282676584322459679e+00|0.000000000000000000e+00
1.118814267541885066e+00|-7.124117651557287934e-02|1.000000000000000000e+00
-1.256458140336690066e-01|1.147789641902980273e+00|0.000000000000000000e+00
1.725504583019200844e+00|2.730499042925187414e-01|1.000000000000000000e+00
-1.456161097380415104e+00|6.221683043197272500e-01|0.000000000000000000e+00
-5.654418281856889994e-01|3.531516003610283838e-01|0.000000000000000000e+00
1.343786586790112647e+00|-4.373093967172490548e-01|1.000000000000000000e+00
8.265727333658957898e-02|-1.278865593197447692e-01|1.000000000000000000e+00
4.249144286321420161e-01|-8.577352586733013595e-01|1.000000000000000000e+00
1.201839209891226862e-01|9.763460376342036895e-01|0.000000000000000000e+00
-1.163239687091689678e+00|5.461495609579856136e-01|0.000000000000000000e+00
-6.701915899071134719e-01|8.247724603953027200e-01|0.000000000000000000e+00
1.551859626403239822e+00|3.242778634533520221e-01|1.000000000000000000e+00
1.499804627216375419e+00|4.836048973070217194e-02|1.000000000000000000e+00
6.710878235148426407e-01|-4.267183614990217033e-01|1.000000000000000000e+00
4.123963683271975600e-01|1.228223598317894183e+00|0.000000000000000000e+00
