_C0|_C1|_C2|_C3|_C4|_C5|_C6|_C7|_C8|_C9|_C10|_C11|_C12|_C13|y
0.14677691580771426|-1.2308891419692713|0.2201253737115714|0.8067435361084494|-0.24401726311050645|0.2052639328380679|0.6615641450602019|-0.2191880787588294|1.6511833006679872|-0.4009579554304675|0.7739134548333045|0.19840924351806058|0.7324941237349539|0.35370092601412706|92.51261868385193
-1.9124932374609265|-0.6635294627935994|-2.8687798561913893|0.5252213516149005|0.6975379732037101|0.5752595987356564|5.1147083274671|-1.6417835212035208|-0.8066770869914016|0.6049532518071336|-0.39650380593947193|1.5343524982401298|0.4765648651044549|2.6298536339256335|73.08570964320235
0.4107413048046893|-0.03278672642075022|0.6160719572070339|0.8133535350192438|-0.8772263872601855|-0.16097282982694136|-1.314904823474575|0.7516078327656509|0.5159862539518453|-0.13189930958128449|0.22044716943725795|-0.3945314470423725|0.738503213653858|-1.1995725324250417|-46.99477998486598
0.9450631118996256|0.026955615671470257|1.4175546678494382|0.1927053683719206|-0.12224824939555237|-0.9588065838805574|0.6768011867750326|-0.9670739038042576|0.1461421540589913|0.9160353634975833|0.10494342884148601|0.2029803560325098|0.17427760761083688|1.5503182460868121|88.05942155502208
-0.7885544303578738|-1.373254285219851|-1.1828716455368107|1.2567531973145853|0.6928818253537998|0.5562728532514671|8.739442154509312|1.485461695078222|-1.9024193930252087|-2.2044385879011523|2.972677535811951|2.621772646352794|1.141593815740532|-2.373738712125155|-240.40499155966128
-1.1430374726565575|0.7844450114948961|-1.7145962089848363|-0.2585878205257532|-1.5299110674141485|1.2832017137037957|2.474310880949492|1.7426183636072285|-1.6196300047696242|0.09549591241157249|-0.33291862454688204|0.7422332642848476|-0.2359889277506847|-2.785189381771566|-235.84555367428004
0.3424484333829741|0.049514044789905405|0.5136326500744611|0.3941895306220816|-0.3999764506809048|1.1134623313327183|-2.267326714029757|0.21804163921277436|-0.5644422226101886|-0.9452507324522501|-1.2262820559316192|-0.6802580142089271|0.357445027838256|-0.345866622740439|-197.32677936747015
1.0492638893148079|-1.3811071835304105|1.5738558339722117|-1.9557460921807042|-0.1819945936274344|-0.3231155320453288|-4.153541288106091|-2.0522810857364004|-1.2308381112611144|0.6481096227756451|-1.8991298121152385|-1.2461223864318274|-1.7788600838006399|3.286649737178241|-122.09373463731121
0.3810243018285266|0.006786945905440115|0.5714964527427898|0.8278281762266788|-0.4135223788156727|-0.6158600246560646|6.618976713969658|-1.051837046268386|-0.0022829641963719566|-1.4748793604329524|-0.5320449553779313|1.985633014190897|0.7516619783878897|1.6859392740294175|-140.44810761412617
-0.29635408854153406|1.2420256501145988|-0.44457113281230104|-0.42638425502701094|-0.36414479892636487|-1.1505879120780311|3.631038648381054|2.2857838433355266|0.5770613828084368|0.41209197193650043|0.10236692555410654|1.0892515945143162|-0.38853114093364627|-3.654254149336843|117.1209795832387
