ID,TARGET
1154270440,0.999999962679113
1147987574,0.05616619104018201
1129622364,1.0
619797496,0.9892631871025697
7391484886,8.277987853454774e-16
10165219189,1.0
741382912,0.0
1130214814,2.6358434323558667e-11
78018389,1.0
75592880,2.437056539975878e-17
1148114087,1.0
1127182550,1.0
1389719965,1.2702350002017125e-06
132955230,0.4601116733114681
121208304,0.0002147413626554949
55887278,1.0
1147122590,1.0
1378226366,8.099022036993094e-07
1433985624,7.743764223978801e-112
1150610679,0.5348148783246475
1147676750,1.0
1148190337,0.9384579248206655
1392576319,0.9976774371952795
1398864197,2.2510024978665962e-82
1129839899,0.9999999999988631
1408021808,0.0
1148017175,3.5709519096843275e-117
345336837,1.0
369442637,3.1716371191114253e-13
6405058408,0.0
3151488250,1.780651444154882e-36
1150080054,0.995423199335103
1148102072,0.9227890080669513
1380252351,3.323388958714157e-54
6448346949,1.0
6435392625,1.4231028865372426e-08
1149159698,1.0
1154227938,1.0
632762770,1.936002345186626e-51
1446874849,8.744654368465663e-282
1153926929,1.0
7426755515,1.0
6377649940,1.8226603855867906e-49
1149203833,1.0
1151199731,1.0
1152562934,5.870569347910955e-07
1152591525,1.0
132847243,0.00014457106607938545
6397842294,0.0018706842200693307
6397557852,1.0
1425237833,0.05267911876990938
438504201,0.9756998846359234
632842011,1.0
1139474831,0.9999999858616775
1153957998,1.0
1030773558,0.9999992346036579
632999486,1.0
1153928358,9.765272230507004e-141
1154265733,5.189892724777592e-09
637151602,4.782291594813864e-130
7399942108,1.2293052755555607e-21
499826213,1.0
734441518,1.0
6164987266,2.1048047799873988e-70
1025595344,0.6340058463228636
1053577654,1.0
77736350,0.9975777706031945
1152687879,1.0
1059907552,5.666063908230552e-85
1152362603,0.9999591018752906
1150220086,0.008351439754341584
627918368,0.9979295139289706
1020138498,1.734872816689035e-77
634379004,6.539080216369833e-14
5409812465,6.112065341732052e-66
10139218330,1.0
7220406234,1.0
515752774,1.197776842717257e-46
1021967070,0.9847117090068539
107240146,5.697719657942605e-26
1143500763,1.0
640076500,0.613020004561037
10152023109,1.3396232069235577e-41
627920508,0.9999659732000368
1050780459,0.0
3424757922,1.51840712439342e-30
361491376,1.0
727207708,0.9999999999181455
734685065,0.0004487026666113602
6165078647,1.0
1056087321,0.0
734771440,1.9063609634652464e-185
1029962359,1.0
1146523752,8.009622702994602e-07
1032476449,0.9795154692239771
1152370646,4.2461809558330375e-11
1137672269,1.35370486895047e-13
1152894103,0.0
1153866326,1.0
1153623926,3.2262544397086156e-55
1152362098,0.9999999999383817
3116495178,0.0768649606872563
10439599984,2.1597222232388424e-50
1131069683,1.0
3151529401,0.6733804416012471
1033391776,1.0
634872823,1.0161732835671758e-24
525061515,0.0
1021953555,0.999999994617383
124845766,3.925299635571002e-28
365734923,5.259421830677349e-259
1153082731,1.1736021613373939e-26
1150012161,1.0
334970752,1.327700300998224e-27
176097325,0.18472766348495126
132067393,1.0
46148802,1.0
819223673,1.0
3151633152,3.846256637785869e-213
1153223724,1.0
570899581,1.0
3114598996,0.9999999999970441
3112815111,0.9988147217255189
563180603,9.720889158914955e-06
335256436,1.0
5110691353,1.149263171958091e-77
361473858,1.0
5114988613,1.0
1410857454,0.14082032836636355
338016835,3.176797191176961e-06
1132479594,9.303005508505829e-34
131775794,1.615710120291802e-95
1150719304,1.0
3114091921,4.265723091422567e-41
1147145856,2.1530319057334704e-22
567153607,1.0
1134650157,1.0
5445344063,1.0
1152438031,0.9999855146817056
590849069,0.0020048047852845655
118419181,7.013204306578409e-42
644179228,0.41158086784965353
643148424,0.9999944737290111
1145182286,1.0
1037852707,1.0
468907532,0.9999980597793361
627373544,4.8461307159075225e-169
648100365,1.2019107616908185e-09
65839978,1.500594593322778e-05
633244039,1.0
810333680,1.0
636229061,0.9999951682828708
648083566,0.9999390985413996
633933410,1.3883323029195186e-06
1148690967,0.9999975475928353
633862561,0.7549515861746996
819748686,0.9338300440351608
640201457,1.5305199845521528e-10
713155642,0.8632977904114623
384534469,2.0209359518406783e-43
648017814,7.715466443124777e-103
814598953,6.725831033769828e-30
624163147,0.6893234258611035
1020798516,0.9985665770122378
87652404,0.9999982661758191
714290462,1.1447398425900134e-96
1029167595,4.936943528128973e-06
712207293,0.9999999640233461
109397370,1.0
712754592,0.9704535969582656
74635895,0.0
732143035,0.9999787520661851
1154209851,0.9998087507045456
645438740,1.7732138419455033e-07
85044442,0.9696572983042254
751946212,7.506951477510366e-28
643615278,0.0
435326567,1.0
1010485816,1.0
810496230,1.0
818905117,2.3595998611486067e-26
1133759521,4.4134311441245624e-61
1153592663,0.7661149098051108
106112582,0.9999948091147538
3151812230,1.0
88183164,0.00783952275862951
4395663824,0.9999999987164756
1148653210,1.0
